City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Baguio City,5/17/2023,12.24,42.05,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63,0.12,,
Baguio City,1/7/2023,12.81,37.44,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72,0.1,,
Baguio City,9/24/2023,13.98,51.55,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,9/4/2023,13.05,46.08,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,7/1/2023,10.53,43.7,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,1/30/2023,10.93,52.92,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,6/27/2023,15.18,36.38,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,3/1/2023,11.71,38.06,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,4/23/2023,14,35.2,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,3/22/2023,16.99,52.39,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,2/20/2023,12.96,47.99,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,2/15/2023,19.39,49.7,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,3/29/2023,14.21,49.9,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,5/12/2023,20.89,34.4,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,9/4/2023,18.67,36.36,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,5/3/2023,10.03,41.93,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,11/5/2023,11.52,36.85,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,4/16/2023,15.8,39,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,10/2/2023,13.98,51.76,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,9/6/2023,11.02,33.87,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,,
Baguio City,3/2/2023,12.17,51.86,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,,
Baguio City,3/17/2023,11.08,47.2,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,,
Baguio City,2/18/2023,13.24,50.85,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,,
Baguio City,10/12/2023,14.64,48.22,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9,0.11,,
Baguio City,9/19/2023,12.25,43.12,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58,0.16,,
Baguio City,12/5/2023,11.68,31.13,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34,0.1,,
Baguio City,1/12/2023,20.8,36.33,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,,
Baguio City,11/18/2023,13.19,47.25,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78,0.11,,
Baguio City,3/7/2023,18.32,49.81,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66,0.17,,
Baguio City,5/18/2023,19.42,37.75,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,,
Baguio City,4/9/2023,11.59,45.52,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,,
Baguio City,7/5/2023,17.57,32.73,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34,0.18,,
Baguio City,4/12/2023,14.23,31.22,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85,0.12,,
Baguio City,4/30/2023,10.63,50.11,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41,0.1,,
Baguio City,8/19/2023,16.34,38.7,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8,0.11,,
Baguio City,10/10/2023,18.67,37.93,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28,0.17,,
Baguio City,11/19/2023,14.38,39.79,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57,0.17,,
Baguio City,8/6/2023,12.35,44.43,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21,0.14,,
Baguio City,2/13/2023,16.02,34.83,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13,0.16,,
Baguio City,2/12/2023,20.05,50.84,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18,0.2,,
Baguio City,3/19/2023,14.1,37.23,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13,0.15,,
Baguio City,2/13/2023,19.98,41.01,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,,
Baguio City,11/24/2023,14.71,52.61,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76,0.1,,
Baguio City,9/23/2023,12.29,49.36,2.68,16.03,10.7,15.72,0.95,9.83,43.92,0.15,2.41,0.1,,
Baguio City,12/12/2023,11.52,37.58,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,,
Baguio City,11/22/2023,16.72,46.5,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,,
Baguio City,4/19/2023,10.45,48.99,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69,0.11,,
Baguio City,10/11/2023,13.11,31.42,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1,0.14,,
Baguio City,3/20/2023,16.16,51.3,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25,0.1,,
Baguio City,8/22/2023,10.87,31.45,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,0.1,,
Baguio City,3/5/2023,15.28,51.85,2.46,12.29,8.54,11.52,0.56,12.2,42.28,0.18,2.81,0.1,,
Baguio City,8/28/2023,18.91,35.82,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,0.1,,
Baguio City,9/16/2023,19.76,33.95,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,,
Baguio City,12/12/2023,14.39,40.66,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,,
Baguio City,3/27/2023,14.67,53.8,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73,0.15,,
Baguio City,12/15/2023,19.79,52.37,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63,0.12,,
Baguio City,6/9/2023,10.65,52.12,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72,0.1,,
Baguio City,8/12/2023,15.64,50.54,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,1/14/2023,15.34,50.87,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,1/14/2023,11.09,38.49,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,6/14/2023,15.45,41.29,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,10/22/2023,11.77,31.01,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,5/31/2023,11.71,38.68,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,3/24/2023,15.07,39.99,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,3/5/2023,20.04,46.26,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,1/25/2023,19.65,41,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,4/19/2023,10.93,40.92,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,4/15/2023,18.55,44.38,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,5/4/2023,11.01,35.75,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,3/28/2023,14.6,33.35,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,3/4/2023,18.16,51.86,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,2/7/2023,20.94,40.87,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,2/28/2023,16.78,53.97,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,8/3/2023,11.96,47.08,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,1/20/2023,16.98,42.31,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,12/25/2023,18.14,49.08,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,6/25/2023,11.12,37.39,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,10/11/2023,19.3,43.56,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,4/17/2023,12.52,48.74,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,3/24/2023,11.67,40.83,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,7/2/2023,14.88,31.5,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,6/22/2023,13.29,38.9,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,6/23/2023,16.77,32.2,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,7/30/2023,15.17,35.58,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,8/31/2023,14.81,34.84,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,6/15/2023,12,45.68,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,5/21/2023,20.19,44.73,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,7/8/2023,16.93,49.5,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,7/6/2023,16.83,47.97,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,5/23/2023,13.2,53.28,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,1/5/2023,18.65,50.57,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,11/30/2023,20.45,44.34,6.56,83.38,49.69,15.16,1.09,30.85,24.84,0.1,0.21,0.11,,
Baguio City,5/31/2023,20.18,44.92,13.93,124.57,77.59,10.65,1.38,48.92,30.25,0.11,0.25,0.13,,
Baguio City,7/18/2023,18.46,37.34,35.59,140.17,103.49,8.7,1.24,42.26,20.87,0.13,0.58,0.13,,
Baguio City,4/7/2023,12.72,47.05,9.48,106.1,64.14,9.27,1.43,15.29,26.24,0.12,0.25,0.1,,
Baguio City,10/30/2023,20.61,37.03,6.73,92.41,54.63,11.1,1.33,15.9,28.51,0.11,0.31,0.1,,
Baguio City,1/17/2023,19.91,32.27,9.63,94.51,58.1,13.66,1.45,11.75,26.07,0.12,0.22,0.1,,
Baguio City,7/1/2023,11.33,38.91,17.24,103.31,68.98,13.63,1.5,16.53,24.55,0.12,0.31,0.1,,
Baguio City,9/15/2023,13.65,50.76,36.87,121.38,94.54,11.21,1.25,39.68,21.18,0.1,0.25,0.13,,
Baguio City,10/28/2023,14.51,53.51,12.68,121.94,75.16,10.39,0.86,66.39,27.23,0.09,0.16,0.18,,
Baguio City,3/4/2023,10.6,32.79,14.96,113.39,72.47,7.38,0.78,9.43,20.07,0.11,0.23,0.13,,
Baguio City,1/8/2023,12.94,46.69,11.17,100.16,62.36,8.62,0.96,10.56,24.73,0.1,0.15,0.1,,
Baguio City,1/22/2023,19.36,38.31,5.83,71.61,42.84,15.19,0.5,10.52,24.22,0.08,0.08,0.1,,
Baguio City,2/9/2023,18.75,37.49,4.86,57.32,34.44,17.36,0.64,12.33,25.51,0.07,0.18,0.1,,
Baguio City,5/1/2023,18.48,47.14,2.91,58.43,33.44,17.38,0.44,12.91,26.84,0.1,0.12,0.1,,
Baguio City,11/11/2023,14.18,33.21,5.68,60.37,36.74,17.46,1.02,26.39,21.83,0.08,0.14,0.11,,
Baguio City,5/19/2023,20.41,41.54,3.49,50.62,29.77,17.97,0.7,6.49,24.73,0.08,0.13,0.1,,
Baguio City,10/30/2023,20.5,44.44,3.46,58.6,33.99,16.97,0.82,13.73,24.69,0.1,0.18,0.1,,
Baguio City,10/28/2023,17.52,46.73,5.64,63.17,38.2,18.79,0.8,26.75,21.59,0.08,0.15,0.1,,
Baguio City,9/15/2023,20.64,48.71,13.44,61.22,43.49,22.53,0.72,11.71,23.64,0.09,0.13,0.1,,
Baguio City,11/29/2023,16.18,49.89,17.23,71.77,52.18,17.22,0.91,16,22.52,0.07,0.11,0.1,,
Baguio City,4/22/2023,13.74,52.57,7.53,64.26,40.3,18.38,0.55,14.8,25.31,0.06,0.09,0.1,,
Baguio City,9/12/2023,10.18,42.63,20.01,60.14,48.26,20.43,0.85,13.57,24.82,0.06,0.08,0.1,,
Baguio City,5/25/2023,15.38,35.99,4.15,49.18,29.54,21.17,0.55,13.17,28.15,0.02,0.02,0.1,,
Baguio City,11/19/2023,14.5,46.56,6.36,43.14,28.2,20.36,0.87,11.48,20.37,0.04,0.04,0.1,,
Baguio City,5/24/2023,14.55,35.51,3.87,38.2,23.52,21.38,0.72,12.19,17.24,0.02,0.01,0.1,,
Baguio City,8/19/2023,15.47,46.14,2.65,22.75,14.26,22.92,0.38,8.37,19.39,0,0.02,0.1,,
Baguio City,1/4/2023,14.34,34.29,2.38,27.55,16.59,22.29,0.44,11.04,19.68,0.02,0.06,0.1,,
Baguio City,3/4/2023,14.72,34.85,5.29,55.79,34.06,17.58,1.28,15.66,20.15,0.06,0.12,0.11,,
Baguio City,7/1/2023,19.81,53.73,5.5,56.1,34.39,17.76,0.98,27.99,25.38,0.04,0.05,0.1,,
Baguio City,4/22/2023,19.74,33.32,5.98,65.34,39.69,17.61,1.02,26.84,36.53,0.03,0.08,0.15,,
Baguio City,9/11/2023,15.66,51.48,5.14,71.78,42.43,12.16,1.39,15.58,47.94,0.07,0.14,0.1,,
Baguio City,9/13/2023,17.52,34.11,5.4,68.18,40.73,15.31,1.06,13.42,47.46,0.06,0.36,0.11,,
Baguio City,11/8/2023,11.97,41.13,29.13,85.01,68.98,14.32,1.15,10.68,40.2,0.06,0.1,0.1,,
Baguio City,8/29/2023,10.74,39.4,6.08,69.13,41.71,13.58,1.27,17.71,48.7,0.06,0.1,0.1,,
Baguio City,8/19/2023,11.85,49.96,3.04,61.14,35.07,15.38,1.11,16.63,62.74,0.08,0.14,0.1,,
Baguio City,12/3/2023,11.57,32.41,13.08,83.44,55.08,14.61,1.58,12.92,43.18,0.08,0.19,0.1,,
Baguio City,12/4/2023,13.83,50.96,15.23,74.7,49.36,10.83,1.03,18.7,37.16,0.07,0.09,0.1,,
Baguio City,9/3/2023,17.97,46.18,7.69,25.85,20.1,10.97,0.74,12.37,32.23,0.05,0.06,0.1,,
Baguio City,4/3/2023,14.52,44.71,2.61,16.37,10.79,17.41,0.76,8.47,38.97,0,0,0.1,,
Baguio City,12/27/2023,13.33,34.94,6.38,23.26,17.36,16.81,0.86,16.7,34.16,0.01,0.05,0.14,,
Baguio City,9/27/2023,16.07,35.74,1.02,16.86,9.76,13.91,0.52,10.21,32.14,0.01,0.06,0.1,,
Baguio City,10/12/2023,17.54,47.42,3.19,17.12,11.14,16.46,0.66,10.22,39.91,0.01,0.02,0.1,,
Baguio City,10/24/2023,13.4,33.96,4.03,26.18,17.28,13.97,0.66,9.84,39.63,0.02,0.05,0.1,,
Baguio City,12/16/2023,15.64,39.01,3.01,28.42,17.6,14.9,0.74,10.43,41.96,0.06,0.1,0.1,,
Baguio City,5/30/2023,10.65,49.59,15.49,35.52,31.56,16.42,0.84,9.78,37.99,0.05,0.08,0.11,,
Baguio City,7/8/2023,15.76,50.85,2.29,22.82,13.91,16.94,0.7,6.98,40.95,0.02,0.02,0.1,,
Baguio City,8/16/2023,12.55,35.39,2.59,15.97,10.54,14.52,0.55,7.78,32.91,0,0.01,0.1,,
Baguio City,7/1/2023,18.46,48.09,1.38,13.31,8.16,12.92,0.54,13.52,27.85,0,0.01,0.1,,
Baguio City,2/28/2023,12.78,34.09,7.55,17.35,15.37,10.31,0.59,12.99,24.83,0,0,0.1,,
Baguio City,10/16/2023,12.81,31.2,8.59,17.16,16.19,11.98,0.72,10.51,19.85,0,0,0.1,,
Baguio City,3/27/2023,12.63,48.43,7.19,15.26,14.04,9.84,0.58,10.5,24.21,0,0.01,0.1,,
Baguio City,3/11/2023,16.03,39.19,18.66,21.18,26.51,9.69,0.72,8.3,27.25,0,0.04,0.15,,
Baguio City,7/19/2023,13.55,42.86,26.53,25.18,35.05,10.43,0.64,14.78,30.4,0,0.04,0.1,,
Baguio City,12/2/2023,18.44,33.03,43.76,28.73,50.94,9.94,0.8,9.67,31.72,0.02,0.07,0.11,,
Baguio City,12/15/2023,12.23,47.64,18.77,24.64,28.36,13.1,0.53,14.5,35.13,0.02,0.05,0.12,,
Baguio City,5/22/2023,18.94,50.42,3.59,18.86,13.05,14.69,0.51,13.5,30.89,0,0.01,0.1,,
Baguio City,6/13/2023,14.22,47.34,3.89,12.56,9.93,11.9,0.46,11.27,19.85,0,0,0.1,,
Baguio City,9/22/2023,12.24,52.89,2.82,8.15,6.69,9.17,0.4,10.43,23.58,0,0.01,0.1,,
Baguio City,12/1/2023,18.96,38.68,3.23,13.32,9.81,9.1,0.56,15.85,25.36,0,0.01,0.1,,
Baguio City,8/20/2023,15.25,44.93,2.49,9.07,6.97,11.97,0.52,11.04,33.63,0,0.01,0.1,,
Baguio City,12/25/2023,11.4,35.66,2.9,8.11,6.76,10.79,0.44,8.55,27.48,0,0,0.1,,
Baguio City,10/15/2023,15.38,38.67,5.46,12,10.75,11.3,0.43,5.49,23.63,0,0,0.1,,
Baguio City,8/10/2023,20.26,47.64,2.9,10.62,8.02,11.85,0.41,11.52,19.77,0,0,0.1,,
Baguio City,2/5/2023,19.45,42.17,3.11,13.02,9.5,12.13,0.5,14.74,33.17,0,0.01,0.1,,
Baguio City,4/7/2023,17.37,50.6,2.37,16.7,10.86,12.82,0.69,15.37,44.06,0.08,0.18,0.16,,
Baguio City,3/26/2023,15.51,32.05,1.68,13.22,8.24,13.14,0.57,11.6,44.93,2.25,4.15,0.74,,
Baguio City,12/17/2023,12.03,32.71,2.15,8.68,6.38,11.34,0.62,10.98,31.2,1.7,4.48,0.42,,
Baguio City,6/13/2023,15.5,51.1,2.82,9.92,7.57,11.03,0.69,12.43,29.66,1.38,5.33,0.54,,
Baguio City,3/11/2023,12.69,53.42,4.02,8.02,7.5,9.45,0.35,12.07,22.33,1.05,4.23,0.34,,
Baguio City,10/1/2023,14.37,44.3,2.6,8.45,6.56,8.86,0.53,14.06,22.67,0.95,3.31,0.29,,
Baguio City,8/31/2023,15.09,49.82,5.03,15.67,12.51,9.74,0.41,13.33,27.15,1.01,6.81,0.67,,
Baguio City,9/25/2023,14.27,45.48,4.4,17.4,12.91,11.1,0.4,9.21,31.25,0.86,4.9,0.37,,
Baguio City,9/7/2023,11.9,39.57,14.09,24.88,24.78,9.4,0.45,8.16,27.19,1.07,9.76,1.02,,
Baguio City,3/17/2023,17.49,35.4,6.29,19.29,15.47,9.87,0.64,11.35,29.47,1.03,6.87,0.58,,
Baguio City,8/28/2023,18.79,38.18,4.18,14.19,11.01,10.37,0.46,7.42,22.03,1.46,5.11,0.44,,
Baguio City,7/6/2023,19.43,47.36,6.5,14.86,12.92,11.63,0.58,7.89,28.04,1.74,9.37,0.68,,
Baguio City,4/13/2023,12.61,50.98,7.47,13.59,13.38,7.71,0.56,10.99,21.12,1.17,4.07,0.33,,
Baguio City,11/23/2023,17.57,43.79,2.18,9.6,6.94,6.44,0.68,9.51,29.78,1.87,3.29,0.26,,
Baguio City,9/21/2023,13.8,33.54,2.04,7.75,5.44,7.63,0.7,9.14,32.42,4.88,2.68,2.27,,
Baguio City,2/14/2023,14.1,51.96,1.13,6.24,4.23,7.09,0.5,7.63,36.81,1.7,2.82,0.13,,
Baguio City,7/6/2023,13.21,39.31,2.86,12.03,8.56,5.6,0.53,10.27,29.46,1.18,3.57,0.28,,
Baguio City,2/28/2023,13.56,48.8,9.37,14.63,15.49,5.75,0.53,8.61,29.24,1.4,4.5,0.38,,
Baguio City,5/29/2023,11.13,41.76,2.41,8.02,5.87,6.06,0.47,9.11,29.02,1.46,3.2,0.2,,
Baguio City,11/19/2023,11.34,49.09,2.89,10.15,7.82,5.53,0.5,13.84,21.8,1.51,3.77,0.25,,
Baguio City,11/18/2023,19.89,52.87,3.09,9.93,7.87,5.76,0.49,10.38,21.95,1.2,3.07,0.21,,
Baguio City,5/30/2023,20.96,40.34,2.23,10.84,7.69,7.15,0.54,12.07,32.91,1.09,3.83,0.24,,
Baguio City,4/25/2023,10.22,50.45,3.41,12.49,9.43,6.62,0.54,12.69,28.07,1.18,3.54,0.3,,
Baguio City,10/10/2023,19.56,49.89,2.56,9.81,7.4,6.81,0.45,8.19,30.44,1.08,2.73,0.21,,
Baguio City,7/27/2023,20.02,36.45,1.74,9.49,6.53,8.36,0.56,17.06,42.66,1.26,2.14,0.18,,
Baguio City,12/27/2023,11.42,42.55,1.11,9.26,5.64,7.66,0.58,16.56,34.64,0.69,3.43,0.22,,
Baguio City,7/22/2023,16.51,35.58,1.55,7.48,4.74,7.56,0.69,12.4,38.42,0.52,3.58,0.15,,
Baguio City,8/23/2023,18.53,49.52,1.54,8.62,5.72,6.27,0.71,14.7,31.67,1.13,2.43,0.22,,
Baguio City,5/24/2023,11.43,52.64,1.4,5.59,4.08,6.03,0.48,9.15,25.97,1.09,1.72,0.15,,
Baguio City,5/27/2023,17.59,32.2,3.77,7.21,6.99,5.55,0.64,10.24,20.32,1.33,2.13,0.23,,
Baguio City,11/5/2023,20.87,42.28,3.12,6.06,5.7,5.8,0.67,13.03,28.03,1.06,2.11,0.15,,
Baguio City,10/25/2023,12.11,46.46,2.2,5.25,3.94,6.21,0.62,12.96,40.3,0.51,2.03,0.16,,
Baguio City,9/1/2023,15.73,51.72,1.42,7.03,4.48,4.36,0.76,10.88,38.75,0.8,1.6,0.15,,
Baguio City,6/5/2023,18.66,49.86,1.45,4.2,3.38,4.21,0.57,12.69,22.15,0.69,1.25,0.13,,
Baguio City,1/19/2023,16.45,34.91,1.56,4.48,3.53,4.22,0.63,10.9,26.79,0.71,1.43,0.12,,
Baguio City,4/29/2023,20.42,46.83,1.14,3.14,2.26,4.47,0.61,8.92,39.57,0.67,2.24,0.12,,
Baguio City,1/19/2023,11.88,38.59,0.46,2.04,0.86,3.7,0.4,13.09,33.05,0.63,1.54,0.12,,
Baguio City,1/11/2023,12.09,39.34,2.53,5.32,4.04,3.95,0.58,14.02,30.87,0.78,2.17,0.16,,
Baguio City,3/27/2023,20.22,38.31,2.4,9.61,6.54,3.98,0.39,11.84,46.66,0.67,2.74,0.25,,
Baguio City,8/2/2023,14.24,36.11,1.12,6.04,4.03,3.86,0.36,14.45,28.78,0.62,1.37,0.14,,
Baguio City,9/17/2023,20.3,53.77,1.94,11.38,7.46,3.49,0.64,18.42,19.94,0.33,2.13,0.18,,
Baguio City,10/18/2023,11.98,37.42,2.19,20.61,12.25,4.81,0.65,22.54,20.53,0.67,2.07,0.21,,
Baguio City,11/9/2023,16.86,43.75,2.19,17.13,10.91,7.6,0.54,15.71,25.28,0.52,2.02,0.18,,
Baguio City,5/10/2023,13.41,41.92,2.65,13.78,9.52,6.54,0.51,10.6,26.51,0.16,3.11,0.14,,
Baguio City,2/19/2023,13.27,35.86,3.35,13.27,9.6,7.05,0.59,12.58,26.46,0.19,2.64,0.12,,
Baguio City,4/18/2023,15.46,38.58,2.81,12.29,8.89,4.58,0.35,17.07,24.65,0.27,2.25,0.14,,
Baguio City,1/26/2023,13.63,36.58,1.48,12.59,7.81,3.34,0.32,21.81,28.75,0.01,2.55,0.14,,
Baguio City,6/24/2023,18.39,32.66,2.29,19.85,11.65,4.32,0.48,23.3,39.42,0.39,2.28,0.23,,
Baguio City,3/1/2023,20,44.63,8.38,29.05,22.21,3.97,0.58,16.03,23.73,0.41,3.95,0.48,,
Baguio City,12/11/2023,13.19,41.4,2.68,18.08,11.89,4.04,0.48,12.66,27.14,0.25,2.73,0.21,,
Baguio City,5/12/2023,20.03,45.77,4.67,18.74,13.85,6.85,0.48,12.78,25.81,0.24,1.43,0.13,,
Baguio City,10/20/2023,12.61,37.48,2.79,18.31,12.1,8.01,0.51,8.71,34.54,0.19,1.79,0.13,,
Baguio City,10/5/2023,15.73,37.33,1.97,16.88,10.58,5.65,0.66,16.4,34.16,0.38,1.13,0.11,,
Baguio City,6/14/2023,14.06,53.57,2.16,15.11,9.79,4.67,0.42,13.67,23.72,0.11,1.33,0.18,,
Baguio City,8/19/2023,15.98,52.8,2.1,15.46,9.94,4.07,0.31,12.72,23.43,0.06,1.73,0.13,,
Baguio City,10/3/2023,14.8,48.37,1.99,19.23,11.85,4.84,0.4,13.57,35.2,0.05,1.84,0.18,,
Baguio City,2/5/2023,15.48,47.53,2.87,23.54,14.82,3.53,0.64,26.8,38.05,0.45,2.85,0.27,,
Baguio City,12/13/2023,15.19,32.69,1.76,27.29,16.03,3.52,0.98,16.06,56.99,0.57,3.44,0.37,,
Baguio City,3/25/2023,12.51,37.45,3.54,35.92,21.98,5.61,0.78,16.59,58.87,0.7,5.18,0.51,,
Baguio City,3/10/2023,12.49,53.61,1.17,22.32,12.89,7.12,0.53,16.97,67.99,0.35,2.22,0.38,,
Baguio City,2/1/2023,19.82,50.11,1.12,23.24,13.25,6,0.52,15.33,69.15,0.35,1.97,0.18,,
Baguio City,4/22/2023,14.82,41.47,1.53,20.22,12.09,7.92,0.64,22.25,68.43,0.3,2.17,0.15,,
Baguio City,10/12/2023,17.34,37.1,1.14,18.58,10.81,7.81,0.44,13.03,51.98,0.14,1.37,0.12,,
Baguio City,7/27/2023,18.51,51.99,0.95,26.89,13.92,4.26,0.77,25.9,73.55,0.48,4,0.2,,
Baguio City,8/24/2023,16.66,40.68,1.4,24.31,13.78,5.75,0.7,30.4,74.3,0.34,2.48,0.18,,
Baguio City,9/1/2023,19.56,32.58,1.63,19.79,12,7.06,0.63,19.26,54.72,0.34,2.48,0.12,,
Baguio City,12/28/2023,11.87,44.58,1.74,19.29,11.72,6.98,0.59,17.83,49.82,0.33,1.68,0.12,,
